Th1,Th2,#Pruned,Rate Pruned,Acc,Delta Acc
-0.049968149408354146,0.04993745513186868,20913415,0.9823207843830581,0.1041,-0.8399
-0.004116605851378099,0.005324041893038354,4514018,0.21202724196307696,0.9437,-0.00029999999999996696
-0.02383122716764496,0.023282485416846303,17173265,0.8066427766683786,0.8845,-0.0595
-0.015098347958832947,0.014589800855737217,12743086,0.5985535234193348,0.9371,-0.006899999999999906
-0.00989784040178561,0.010243114128443441,9219943,0.43306851796930756,0.9436,-0.00039999999999995595
-0.005326580357962381,0.005782239207861542,5301112,0.2489977126137669,0.944,0.0
-0.011757661348758237,0.011940452884002976,10612991,0.49850116032079583,0.9435,-0.0004999999999999449
-0.029279078370318432,0.02891697777350202,18825992,0.884272761202758,0.6643,-0.27969999999999995
-0.02794145152550454,0.02742125337418727,18475596,0.8678143648306358,0.7669,-0.17709999999999992
-0.03565765217524091,0.03683300133525537,20031983,0.9409191781116611,0.2184,-0.7255999999999999
-0.013782117803567383,0.01401528154746622,12086641,0.5677197467595049,0.9415,-0.0024999999999999467
-0.037477555756621976,0.03985682995910151,20278399,0.9524935459709771,0.1442,-0.7998
-0.031059507050961804,0.0307837624122997,19217040,0.9026406163852534,0.574,-0.37
-0.03296914179002698,0.03308586099201375,19591575,0.9202328419963699,0.4852,-0.45879999999999993
-0.026534747985617328,0.025999060432231803,18077718,0.8491256987735255,0.8295,-0.11449999999999994
-0.029946300483470085,0.029493851439439202,18968099,0.8909476471411054,0.6111,-0.3329
-0.031053344116097233,0.03092133688461629,19228432,0.9031757082569392,0.5567,-0.3873
-0.024610325385673947,0.023948575925685587,17435914,0.8189796222623394,0.8749,-0.06909999999999994
-0.03380075612991508,0.034219480822624056,19741137,0.9272578955877561,0.3685,-0.5754999999999999
-0.025343107740557945,0.024963024420721597,17726661,0.8326362546725423,0.8532,-0.09079999999999999
-0.031386115620632246,0.03155384358565162,19317774,0.907372177533638,0.4984,-0.44559999999999994
-0.02713412407433963,0.026723773567730688,18268293,0.8580771676505023,0.8016,-0.14239999999999997
-0.03534524770180726,0.035915688962297056,19961831,0.937624079359686,0.2621,-0.6819
-0.03439532038807615,0.035085241136917286,19842912,0.9320383533862833,0.3314,-0.6126
-0.026162278716227137,0.02559655577349615,17960224,0.843606906254929,0.8403,-0.1036999999999999
-0.03134250354426344,0.03108055127203419,19273327,0.9052844643646756,0.5168,-0.4271999999999999
-0.03497336010220428,0.03573610979855223,19924367,0.9358643636046967,0.3031,-0.6409
-0.04282257956317128,0.0442939604765079,20646519,0.969784453608352,0.1488,-0.7951999999999999
-0.02747204048288722,0.02693804849780978,18347224,0.8617846234549292,0.7896,-0.15439999999999998
-0.02942723652445138,0.029201559514616993,18874168,0.886535628654508,0.6355,-0.3085
-0.014658244920360563,0.014538781769746538,12570550,0.5904493616239362,0.9434,-0.0005999999999999339
-0.04385855753603989,0.04568974319363835,20709974,0.9727649886081609,0.1386,-0.8053999999999999
-0.03346916190476814,0.03385512231598084,19689056,0.9248116069844144,0.4313,-0.5126999999999999
-0.02966448439704776,0.029341757325036792,18918314,0.8886092035989813,0.6192,-0.3248
-0.03513581470991157,0.035951871477483216,19948574,0.9370013868611836,0.2754,-0.6686
-0.03458752406422877,0.03501520744952139,19853780,0.9325488325349386,0.3025,-0.6415
-0.025673103266902177,0.02520876257040189,17821414,0.8370868831941227,0.8545,-0.08949999999999991
-0.02942723652445138,0.028915244862591255,18844748,0.8851537463805441,0.6547,-0.2893
-0.03351602256267526,0.034001076732538695,19702551,0.9254454785441405,0.3926,-0.5513999999999999
-0.033557696920739455,0.034057605530983935,19709933,0.9257922173254594,0.3737,-0.5703
-0.04996811230140132,0.0498723340263599,20912461,0.9822759741964721,0.1036,-0.8403999999999999
-0.037477555756621976,0.04015260907665441,20289135,0.9529978249680293,0.1381,-0.8059
-0.03309893840604563,0.03331054033302512,19619111,0.9215262311974531,0.4742,-0.46979999999999994
-0.02383122716764496,0.023555894732978797,17217955,0.8087419037527921,0.8746,-0.0693999999999999
-0.02794145152550454,0.02739519717253291,18472419,0.8676651384545521,0.7698,-0.1741999999999999
-0.02713412407433963,0.02685462002006215,18284363,0.8588319891373344,0.79,-0.15399999999999991
-0.03321919987180408,0.03331054033302512,19629868,0.9220314965822604,0.4438,-0.5002
-0.03351602256267526,0.033941854373082385,19698722,0.9252656271768052,0.4164,-0.5276
-0.03310476563523368,0.033347882791966404,19622236,0.921673015089572,0.4691,-0.47489999999999993
-0.03344349562357482,0.03393644943598134,19692051,0.9249522846666212,0.4183,-0.5257
